system:index,bedrock,clay,dem,erosion,hand,latitude,longitude,precip,sand,slope,soc,spatial_fold,suit_score,twi,typhoon,.geo
10,0.0,29.0,314.0,21.5825252532959,137.0,19.196412895969935,109.51115666536077,1856.2041015625,42.0,3.5432252883911133,4.0,2.0,0.6204183941263239,12.355506896972656,38.0,"{""type"":""Point"",""coordinates"":[109.51118107193278,19.19556017992289]}"
11,0.0,23.0,95.0,8.584482192993164,63.0,19.18742974312874,110.09057002361783,2101.611083984375,51.0,0.28679710626602173,4.0,2.0,0.6877922896240916,15.012548446655273,41.0,"{""type"":""Point"",""coordinates"":[110.09195616389174,19.188934739214496]}"
12,0.0,34.0,435.0,17.59803581237793,266.0,18.985308804201843,109.33598518495745,1607.671875,35.0,4.194196701049805,5.0,2.0,0.5754043857929034,12.098433494567871,43.0,"{""type"":""Point"",""coordinates"":[109.33751059806195,18.986191382380714]}"
13,0.0,26.0,21.0,3.338376998901367,21.0,18.908952005051688,108.69818133323258,1188.3367919921875,48.0,0.38144540786743164,3.0,2.0,0.6650654826469358,14.771039009094238,45.0,"{""type"":""Point"",""coordinates"":[108.69825369182574,18.911193996435312]}"
14,0.0,21.0,5.0,2.64042067527771,5.0,19.0706487561932,108.65326556902659,1119.602783203125,52.0,0.19089336693286896,2.0,2.0,0.6794729330890836,15.472503662109375,45.0,"{""type"":""Point"",""coordinates"":[108.65141591852057,19.07252513143445]}"
15,0.0,30.0,431.0,30.837926864624023,325.0,18.670898454760014,109.28657784433085,1711.1292724609375,48.0,9.457006454467773,4.0,1.0,0.556471143780849,11.281061172485352,45.0,"{""type"":""Point"",""coordinates"":[109.28477789125246,18.67036471379799]}"
16,0.0,26.0,891.0,21.591468811035156,839.0,18.80115417095734,109.77615967417603,1974.5142822265625,45.0,4.279400825500488,5.0,1.0,0.5643585779836031,11.653231620788574,44.0,"{""type"":""Point"",""coordinates"":[109.77808464428385,18.799273336219024]}"
17,0.0,26.0,294.0,22.08688735961914,194.0,19.362601223532046,109.43030828978999,1839.96484375,53.0,3.963064432144165,4.0,3.0,0.6239462652957143,12.25701904296875,37.0,"{""type"":""Point"",""coordinates"":[109.42906935415512,19.36197457933684]}"
18,0.0,30.0,37.0,9.456121444702148,34.0,19.308702306484875,110.47235401936865,2144.83251953125,35.0,0.34922704100608826,5.0,3.0,0.7266556422538601,14.830571174621582,41.0,"{""type"":""Point"",""coordinates"":[110.47400277738993,19.309877295542172]}"
19,0.0,28.0,567.0,28.70662498474121,511.0,19.12903924966097,109.13386424603056,1703.1837158203125,48.0,9.053513526916504,7.0,2.0,0.5779443998080956,11.216785430908203,39.0,"{""type"":""Point"",""coordinates"":[109.13254875405079,19.129149918888597]}"
20,0.0,21.0,94.0,8.187248229980469,82.0,19.147005555343355,108.92725173068305,1666.4306640625,60.0,0.8855273127555847,3.0,2.0,0.6377491027522907,13.885671615600586,41.0,"{""type"":""Point"",""coordinates"":[108.92561521850764,19.145648391904874]}"
21,0.0,25.0,24.0,7.494544982910156,27.0,18.805645747377937,110.33760672675072,1884.81591796875,49.0,0.3648683428764343,2.0,1.0,0.6906938770220736,14.813736915588379,47.0,"{""type"":""Point"",""coordinates"":[110.33576305265233,18.80409987967682]}"
22,0.0,32.0,16.0,4.256829738616943,17.0,19.838708324115387,109.2281873508631,1289.7923583984375,39.0,0.5304341912269592,2.0,4.0,0.728101876396351,14.444181442260742,33.0,"{""type"":""Point"",""coordinates"":[109.23018151737165,19.83747232242967]}"
23,0.0,27.0,399.0,20.23941993713379,350.0,18.67988160760121,109.57403873524913,1804.6744384765625,50.0,3.7796592712402344,4.0,1.0,0.5717053177705619,12.229805946350098,47.0,"{""type"":""Point"",""coordinates"":[109.57505530238564,18.67906145492204]}"
24,0.0,23.0,58.0,7.634199142456055,58.0,19.816250442012404,110.05014583583244,1588.25830078125,51.0,0.9394810795783997,2.0,4.0,0.692172592252235,13.57088565826416,34.0,"{""type"":""Point"",""coordinates"":[110.0483559827463,19.815380367891294]}"
25,0.0,28.0,133.0,16.638229370117188,118.0,19.061665603352004,110.22531731623576,2107.4267578125,42.0,1.4592705965042114,4.0,2.0,0.6266764436336537,13.362222671508789,44.0,"{""type"":""Point"",""coordinates"":[110.22559528208687,19.063524289382556]}"
26,0.0,26.0,307.0,18.98233413696289,122.0,19.084123485454995,109.69531129860525,1923.936279296875,49.0,2.6198055744171143,4.0,2.0,0.619000473828242,12.66287899017334,40.0,"{""type"":""Point"",""coordinates"":[109.69328418781393,19.084731208754928]}"
27,0.0,26.0,1002.0,23.47429084777832,969.0,18.71581421896599,108.90479384858008,1440.05810546875,49.0,17.394710540771484,7.0,1.0,0.4843063129938552,10.083317756652832,46.0,"{""type"":""Point"",""coordinates"":[108.90506797361385,18.715198345873436]}"
28,0.0,28.0,149.0,19.300525665283203,75.0,19.344634917849653,109.87048277900857,2028.7845458984375,43.0,2.1267435550689697,4.0,3.0,0.6641501786382862,12.975393295288086,40.0,"{""type"":""Point"",""coordinates"":[109.87173798477205,19.34560968613405]}"
29,0.0,28.0,24.0,9.391863822937012,24.0,19.313193882905473,110.50828663073344,2069.560302734375,42.0,0.44064852595329285,4.0,3.0,0.7374150436739089,14.587279319763184,40.0,"{""type"":""Point"",""coordinates"":[110.50947194196321,19.311627540285233]}"
30,0.0,27.0,641.0,36.873558044433594,587.0,19.030224568407817,109.10691478750698,1672.6319580078125,50.0,15.853909492492676,7.0,2.0,0.548440172362243,10.574423789978027,40.0,"{""type"":""Point"",""coordinates"":[109.10613890467933,19.03050901901774]}"
31,0.0,25.0,201.0,25.0672607421875,163.0,19.052682450510808,110.08158687077662,2120.721435546875,47.0,2.861685037612915,5.0,2.0,0.6098155441552335,12.645224571228027,46.0,"{""type"":""Point"",""coordinates"":[110.0808507779755,19.052105015404425]}"
32,0.0,21.0,42.0,6.759010314941406,41.0,19.847691476956584,109.66836184008167,1351.4901123046875,50.0,1.0882264375686646,2.0,4.0,0.6928165789032278,13.7103910446167,35.0,"{""type"":""Point"",""coordinates"":[109.66974063147195,19.849679701339134]}"
33,0.0,26.0,41.0,14.524587631225586,38.0,19.29522757722308,110.37803091453611,2300.58349609375,50.0,0.8584315776824951,5.0,3.0,0.7425282495806109,13.94821834564209,38.0,"{""type"":""Point"",""coordinates"":[110.37969496395763,19.294064563214746]}"
34,0.0,30.0,201.0,23.612167358398438,69.0,19.205396048811124,109.8031091326996,2071.10986328125,42.0,2.899803400039673,6.0,2.0,0.6777230855437977,12.631969451904297,38.0,"{""type"":""Point"",""coordinates"":[109.80248567244,19.207136252549915]}"
35,0.0,28.0,494.0,10.067873001098633,427.0,18.590050079189254,109.47073247757538,1835.668212890625,48.0,1.0825767517089844,6.0,1.0,0.582600052700168,13.4086275100708,46.0,"{""type"":""Point"",""coordinates"":[109.46907153289722,18.5881012464824]}"
36,0.0,22.0,31.0,2.938554286956787,32.0,19.88362408832137,109.65937868724046,1262.478515625,43.0,0.057359881699085236,2.0,4.0,0.7058398367232548,16.659883499145508,34.0,"{""type"":""Point"",""coordinates"":[109.66000693037671,19.88454762950848]}"
37,0.0,26.0,506.0,66.14511108398438,477.0,18.720305795386587,109.93785642531753,2281.90283203125,48.0,14.176953315734863,4.0,1.0,0.5586853288701514,10.806183815002441,47.0,"{""type"":""Point"",""coordinates"":[109.93871005879517,18.719724775454154]}"
38,0.0,24.0,4.0,10.172929763793945,6.0,19.18742974312874,110.47684559578926,2168.571533203125,48.0,0.4176870584487915,2.0,2.0,0.763163053626025,14.670985221862793,40.0,"{""type"":""Point"",""coordinates"":[110.47682086684952,19.188676616392627]}"
39,0.0,25.0,165.0,61.367759704589844,161.0,18.473269092253716,109.65488711081986,1922.37890625,50.0,15.982309341430664,3.0,1.0,0.5667384319009863,10.92251205444336,44.0,"{""type"":""Point"",""coordinates"":[109.65492189971891,18.472007695706676]}"
40,0.0,30.0,430.0,29.374685287475586,384.0,18.697847913283596,109.58302188809029,1804.6744384765625,47.0,7.335126876831055,4.0,1.0,0.5500938575464569,11.539554595947266,49.0,"{""type"":""Point"",""coordinates"":[109.58428450012562,18.697839375463193]}"
41,0.0,27.0,106.0,17.200523376464844,106.0,19.340143341429055,108.88233596647706,1481.8665771484375,49.0,4.352654933929443,4.0,3.0,0.5913480528681299,12.28420352935791,42.0,"{""type"":""Point"",""coordinates"":[108.88187355252106,19.342373146342045]}"
42,0.0,27.0,13.0,9.913870811462402,16.0,19.007766686304834,110.51726978357459,1832.4488525390625,38.0,0.8052111268043518,5.0,2.0,0.7365154607017469,14.00930404663086,39.0,"{""type"":""Point"",""coordinates"":[110.5187898273939,19.007796563207457]}"
43,0.0,30.0,153.0,5.819226264953613,24.0,18.778696288854356,109.22369577444249,1685.226806640625,40.0,0.3113425076007843,3.0,1.0,0.6883224593247733,14.894797325134277,44.0,"{""type"":""Point"",""coordinates"":[109.22578432594042,18.78065572827961]}"
44,0.0,30.0,78.0,5.7178521156311035,78.0,19.537772703935353,109.17878001023655,1547.03271484375,46.0,0.5303816199302673,3.0,3.0,0.6594588390388088,14.407913208007812,36.0,"{""type"":""Point"",""coordinates"":[109.1788414267337,19.537128892559814]}"
45,0.0,26.0,192.0,17.55979347229004,173.0,18.643948996236425,109.0260664119362,1677.1585693359375,45.0,3.1331355571746826,4.0,1.0,0.5788035772619465,12.560221672058105,47.0,"{""type"":""Point"",""coordinates"":[109.02698118913047,18.644596976215652]}"
46,0.0,28.0,58.0,5.119754791259766,56.0,19.838708324115387,110.31065726822715,1669.9520263671875,43.0,0.19171778857707977,7.0,4.0,0.701101989279327,15.160274505615234,35.0,"{""type"":""Point"",""coordinates"":[110.30998187531297,19.838229459184728]}"
47,0.0,28.0,268.0,10.597211837768555,203.0,19.23683708375531,109.98277218952347,2155.989501953125,42.0,0.5303300619125366,5.0,2.0,0.6523843475207247,14.287535667419434,38.0,"{""type"":""Point"",""coordinates"":[109.9844504693057,19.23543060580041]}"
48,0.0,30.0,1060.0,23.953886032104492,1006.0,19.0751403326138,109.11140636392759,1722.4847412109375,48.0,11.912880897521973,8.0,2.0,0.543440467615149,10.39822006225586,39.0,"{""type"":""Point"",""coordinates"":[109.11357199673016,19.07572918141118]}"
49,0.0,27.0,91.0,7.947044849395752,61.0,19.55573900961774,110.06811214151486,1903.7869873046875,46.0,0.4299336075782776,4.0,3.0,0.7045049541537243,14.610093116760254,35.0,"{""type"":""Point"",""coordinates"":[110.0661497610872,19.557196913501738]}"
50,0.0,38.0,803.0,7.063296794891357,634.0,18.985308804201843,109.30903572643388,1607.671875,33.0,0.9937329888343811,5.0,2.0,0.5718206580773949,13.212407112121582,41.0,"{""type"":""Point"",""coordinates"":[109.30927016204986,18.985018450169566]}"
51,0.0,26.0,111.0,29.6148624420166,111.0,18.63496584339523,110.07260371793546,2075.025390625,49.0,3.9434585571289062,4.0,1.0,0.6125724410177029,12.380233764648438,45.0,"{""type"":""Point"",""coordinates"":[110.07091894807114,18.636350363642965]}"
52,0.0,25.0,97.0,15.320765495300293,89.0,19.308702306484875,110.3241319974889,2207.088134765625,46.0,1.0473518371582031,4.0,3.0,0.6841382255449735,13.715991973876953,36.0,"{""type"":""Point"",""coordinates"":[110.32270753254062,19.308263788781204]}"
53,0.0,35.0,80.0,6.9297895431518555,81.0,19.515314821832362,110.66100022903373,1856.044677734375,38.0,0.43123024702072144,3.0,3.0,0.675052362482915,14.164512634277344,36.0,"{""type"":""Point"",""coordinates"":[110.65950058455576,19.514978727543827]}"
54,0.0,24.0,206.0,9.379921913146973,140.0,19.4389580226822,109.52463139462253,1836.7322998046875,54.0,0.8301437497138977,4.0,3.0,0.6575159774479313,13.880324363708496,33.0,"{""type"":""Point"",""coordinates"":[109.52334891988869,19.43788018061711]}"
55,0.0,30.0,318.0,43.24347686767578,296.0,18.82361205306033,110.13997736424443,2073.30810546875,46.0,8.48511791229248,4.0,2.0,0.567668320292103,11.473373413085938,49.0,"{""type"":""Point"",""coordinates"":[110.13805531592007,18.824980764120284]}"
56,0.0,29.0,16.0,5.796420574188232,16.0,19.730910490021046,110.73735702818391,1715.18212890625,46.0,0.4265555739402771,5.0,3.0,0.7220526428570465,13.729301452636719,41.0,"{""type"":""Point"",""coordinates"":[110.7377680963385,19.728825744608148]}"
57,0.0,24.0,503.0,31.2712459564209,456.0,18.6888647604424,108.9811506477302,1661.1358642578125,50.0,10.090113639831543,5.0,1.0,0.5435774591059778,11.158941268920898,46.0,"{""type"":""Point"",""coordinates"":[108.98301188424502,18.688897569685818]}"
58,0.0,27.0,198.0,14.555262565612793,112.0,19.452432751943995,109.753701792073,1968.5472412109375,52.0,1.5977809429168701,3.0,3.0,0.6490269765208236,13.230525016784668,36.0,"{""type"":""Point"",""coordinates"":[109.75162039860568,19.45340035687753]}"
59,0.0,28.0,71.0,7.866257190704346,69.0,19.68599472581507,110.62955919408955,1716.0584716796875,48.0,0.879525899887085,5.0,3.0,0.6804665988056641,13.460111618041992,36.0,"{""type"":""Point"",""coordinates"":[110.62876227557663,19.684157048114418]}"
60,0.0,26.0,238.0,37.89841079711914,122.0,19.286244424381884,109.68183656934343,1937.529052734375,52.0,7.812528133392334,4.0,3.0,0.615962572226478,11.611369132995605,38.0,"{""type"":""Point"",""coordinates"":[109.68172799646972,19.284879254462037]}"
62,0.0,22.0,158.0,10.181943893432617,100.0,19.49734851614997,109.798617556279,1968.5472412109375,56.0,0.7281580567359924,4.0,3.0,0.6598003631116803,14.041996955871582,35.0,"{""type"":""Point"",""coordinates"":[109.79720372456535,19.498947118698858]}"
63,0.0,25.0,183.0,11.274678230285645,80.0,19.286244424381884,109.71776918070822,1928.86181640625,54.0,1.039331316947937,4.0,3.0,0.6636851643899823,13.670318603515625,38.0,"{""type"":""Point"",""coordinates"":[109.71675343061881,19.284575932599108]}"
65,0.0,25.0,175.0,11.811491966247559,135.0,19.115564520399175,109.08894848182456,1712.580810546875,51.0,1.594566822052002,4.0,2.0,0.6226714061593355,13.247231483459473,39.0,"{""type"":""Point"",""coordinates"":[109.09103788783735,19.116511554460327]}"
66,0.0,31.0,757.0,40.978363037109375,757.0,18.60352480845105,110.1175194821414,2010.4400634765625,44.0,12.3616361618042,6.0,1.0,0.5424353356899799,10.723270416259766,46.0,"{""type"":""Point"",""coordinates"":[110.1184404359314,18.60551126364394]}"
67,0.0,27.0,2.0,4.762674808502197,3.0,20.018371380939293,110.44989613726563,1459.57275390625,41.0,0.5025940537452698,3.0,4.0,0.7201434179952572,13.562321662902832,41.0,"{""type"":""Point"",""coordinates"":[110.4488704441638,20.01767514997959]}"
68,0.0,23.0,34.0,6.2297515869140625,34.0,19.83421674769479,110.71489914608088,1609.271728515625,56.0,0.8235541582107544,4.0,4.0,0.6881421265257962,13.020301818847656,42.0,"{""type"":""Point"",""coordinates"":[110.71671391299512,19.836217419369646]}"
69,0.0,32.0,83.0,11.072341918945312,55.0,18.6888647604424,109.78963440343779,1990.1002197265625,39.0,0.8416323661804199,4.0,1.0,0.6575045984044298,13.943132400512695,48.0,"{""type"":""Point"",""coordinates"":[109.7911429446481,18.689638289640534]}"
70,0.0,26.0,51.0,5.910374164581299,51.0,19.901590394003755,110.3196404210683,1611.625244140625,46.0,0.4880128800868988,4.0,4.0,0.687026381081365,14.06762409210205,38.0,"{""type"":""Point"",""coordinates"":[110.31760082128389,19.901247824682613]}"
71,0.0,29.0,548.0,34.557640075683594,499.0,18.76971313601316,109.65488711081986,1805.6729736328125,41.0,9.732526779174805,7.0,1.0,0.5513558313264643,11.159059524536133,46.0,"{""type"":""Point"",""coordinates"":[109.65642810140014,18.77147511696803]}"
72,0.0,25.0,26.0,8.597953796386719,29.0,18.84606993516332,110.3690477616949,1900.9625244140625,51.0,0.5462853312492371,2.0,2.0,0.6886517587439099,14.408957481384277,47.0,"{""type"":""Point"",""coordinates"":[110.36863461912026,18.84401288074261]}"
73,0.0,24.0,14.0,3.456446409225464,15.0,19.94650615820973,110.83168013301645,1412.6700439453125,49.0,0.11471964418888092,3.0,4.0,0.6688665470340135,14.61414909362793,49.0,"{""type"":""Point"",""coordinates"":[110.83175170933038,19.94717795601446]}"
74,0.0,25.0,326.0,20.648923873901367,143.0,18.95835934567826,109.78514282701718,2034.1593017578125,46.0,2.4619438648223877,3.0,2.0,0.6105768788603195,12.711874008178711,43.0,"{""type"":""Point"",""coordinates"":[109.78498194034252,18.957600145282452]}"
75,0.0,28.0,222.0,66.31376647949219,222.0,18.585558502768656,110.09955317645904,1994.8236083984375,51.0,18.279897689819336,4.0,1.0,0.5572159343890544,10.743273735046387,45.0,"{""type"":""Point"",""coordinates"":[110.0974367747575,18.584758729263978]}"
76,0.0,33.0,115.0,9.405682563781738,88.0,19.4389580226822,110.35557303243309,2069.625244140625,38.0,0.48997512459754944,5.0,3.0,0.6790843105050233,14.444443702697754,36.0,"{""type"":""Point"",""coordinates"":[110.3537979340526,19.437788099908115]}"
77,0.0,26.0,36.0,12.316141128540039,39.0,18.35199652889758,109.63242922871689,1811.5426025390625,47.0,1.3518540859222412,3.0,0.0,0.6871068082302784,13.49690055847168,43.0,"{""type"":""Point"",""coordinates"":[109.6337886824026,18.35054315939883]}"
78,0.0,26.0,249.0,81.8767318725586,236.0,18.706831066124792,109.94234800173814,2281.90283203125,49.0,16.676387786865234,4.0,1.0,0.5648821667657505,10.823226928710938,47.0,"{""type"":""Point"",""coordinates"":[109.94014628008715,18.705045934949197]}"
79,0.0,27.0,218.0,10.844518661499023,74.0,18.720305795386587,109.29556099717206,1684.046630859375,52.0,1.558953881263733,4.0,1.0,0.6252251960693223,13.24218463897705,44.0,"{""type"":""Point"",""coordinates"":[109.29338892865378,18.72055326697001]}"
80,0.0,30.0,477.0,36.293766021728516,476.0,18.52267643288029,109.75819336849361,1951.179931640625,47.0,8.593852996826172,5.0,1.0,0.570109149459582,11.342927932739258,45.0,"{""type"":""Point"",""coordinates"":[109.75750989771191,18.524249879779752]}"
81,0.0,24.0,99.0,7.040804862976074,48.0,19.66802842013268,109.73124390997003,1665.161376953125,53.0,0.6091139912605286,3.0,3.0,0.7205215978875148,14.256871223449707,31.0,"{""type"":""Point"",""coordinates"":[109.72951125304628,19.666646255840085]}"
82,0.0,28.0,11.0,4.854104042053223,12.0,20.099219756510053,110.63405077051016,1457.0281982421875,40.0,0.7122549414634705,2.0,4.0,0.694818716220569,12.792638778686523,44.0,"{""type"":""Point"",""coordinates"":[110.63609669697009,20.097250192482022]}"
83,0.0,25.0,329.0,18.241914749145508,332.0,18.60352480845105,108.85538650795348,1410.6121826171875,52.0,6.128632545471191,3.0,1.0,0.5500491358209414,11.794538497924805,46.0,"{""type"":""Point"",""coordinates"":[108.85470259008547,18.604536269951772]}"
84,0.0,24.0,136.0,9.099499702453613,115.0,19.528789551094157,109.46174932473417,1731.3953857421875,55.0,0.9676715731620789,4.0,3.0,0.6417240956323927,13.771288871765137,36.0,"{""type"":""Point"",""coordinates"":[109.4603344825238,19.530256879872688]}"
85,0.0,26.0,140.0,7.48934268951416,124.0,19.093106638296184,108.94521803636547,1643.859619140625,47.0,0.7284843325614929,5.0,2.0,0.6244295430966189,14.052778244018555,39.0,"{""type"":""Point"",""coordinates"":[108.94441950841458,19.09145105668399]}"
86,0.0,23.0,120.0,9.482805252075195,102.0,19.49734851614997,109.3898841020046,1727.7811279296875,53.0,0.9960004687309265,4.0,3.0,0.651222407457541,13.752280235290527,34.0,"{""type"":""Point"",""coordinates"":[109.38890000401823,19.49735805526821]}"
87,0.0,21.0,76.0,11.473077774047852,72.0,19.052682450510808,108.78801286164452,1320.4761962890625,58.0,3.0857577323913574,2.0,2.0,0.6217125178623001,12.647212982177734,41.0,"{""type"":""Point"",""coordinates"":[108.78580939694214,19.05128483155416]}"
88,0.0,23.0,89.0,9.33066463470459,92.0,18.590050079189254,108.8194538965887,1372.024169921875,57.0,2.0780913829803467,4.0,1.0,0.5929821042384824,13.03530216217041,44.0,"{""type"":""Point"",""coordinates"":[108.81860245923248,18.59129296828444]}"
89,0.0,24.0,10.0,7.422135829925537,13.0,18.85954466442511,110.42294667874205,1858.0250244140625,48.0,0.3648812472820282,3.0,2.0,0.7151055577024786,14.802645683288574,45.0,"{""type"":""Point"",""coordinates"":[110.42304591936627,18.857318736615753]}"
90,0.0,27.0,764.0,34.67361831665039,605.0,18.6888647604424,109.35395149063982,1837.9072265625,51.0,12.281630516052246,6.0,1.0,0.5373961091366584,10.722908020019531,45.0,"{""type"":""Point"",""coordinates"":[109.35262652323772,18.6869840305279]}"
91,0.0,30.0,767.0,35.63914489746094,704.0,18.80115417095734,109.82107543838197,1965.0504150390625,42.0,10.022263526916504,4.0,1.0,0.5533863543809344,10.928372383117676,44.0,"{""type"":""Point"",""coordinates"":[109.8228507292379,18.802187571664444]}"
92,0.0,30.0,7.0,28.556686401367188,9.0,18.675390031180612,110.41396352590084,1896.2525634765625,45.0,4.784494876861572,4.0,1.0,0.7027820163509295,12.228521347045898,46.0,"{""type"":""Point"",""coordinates"":[110.41573768936262,18.674455200077887]}"
93,0.0,28.0,422.0,34.32765197753906,255.0,18.899968852210492,109.8031091326996,1929.2305908203125,42.0,7.098029613494873,5.0,2.0,0.5762796184542011,11.578794479370117,45.0,"{""type"":""Point"",""coordinates"":[109.80403219225919,18.90188701788913]}"
94,0.0,31.0,290.0,43.59202194213867,271.0,18.468777515833118,109.60098819377271,1970.134033203125,40.0,9.377876281738281,5.0,1.0,0.5881535608329608,11.391033172607422,43.0,"{""type"":""Point"",""coordinates"":[109.5994647633437,18.467284740906017]}"
95,0.0,26.0,5.0,6.624112129211426,7.0,19.084123485454995,110.49032032505102,1961.82275390625,45.0,0.13426092267036438,4.0,2.0,0.7566423156641046,15.805365562438965,39.0,"{""type"":""Point"",""coordinates"":[110.48839596505985,19.085847143953476]}"
96,0.0,22.0,24.0,10.493167877197266,26.0,19.084123485454995,110.44091298442447,2092.5068359375,48.0,0.519780695438385,4.0,2.0,0.7406135952545827,14.440570831298828,39.0,"{""type"":""Point"",""coordinates"":[110.44188203571895,19.08617032337692]}"
97,0.0,30.0,212.0,34.6377067565918,194.0,19.025732991987226,110.22531731623576,2079.07958984375,40.0,5.198604106903076,3.0,2.0,0.6016320817973011,12.039210319519043,45.0,"{""type"":""Point"",""coordinates"":[110.22358195179201,19.023501033889065]}"
99,0.0,27.0,670.0,15.792922973632812,626.0,18.71132264254539,108.91826857784184,1440.05810546875,49.0,5.800995826721191,7.0,1.0,0.5306891230947035,11.575923919677734,47.0,"{""type"":""Point"",""coordinates"":[108.9180138345341,18.713351941008355]}"
100,0.0,28.0,645.0,35.14152908325195,499.0,19.18742974312874,109.73573548639064,2057.06298828125,47.0,7.612120151519775,6.0,2.0,0.591917823072531,11.32457160949707,40.0,"{""type"":""Point"",""coordinates"":[109.73567661916795,19.187835051313424]}"
101,0.0,28.0,477.0,48.91361999511719,286.0,19.088615061875586,109.67734499292288,1923.936279296875,49.0,14.587183952331543,4.0,2.0,0.5723061671715816,10.799430847167969,40.0,"{""type"":""Point"",""coordinates"":[109.67703938290143,19.087641789634134]}"
102,0.0,29.0,129.0,13.48282527923584,101.0,19.6320958087679,109.58751346451089,1681.6812744140625,45.0,2.098217010498047,4.0,3.0,0.644210765451144,13.00130844116211,34.0,"{""type"":""Point"",""coordinates"":[109.58683782770862,19.63158936741278]}"
103,0.0,30.0,716.0,41.703609466552734,560.0,19.01225826272543,109.80760070912021,1957.84619140625,45.0,13.125099182128906,5.0,2.0,0.5567104450364853,10.701698303222656,42.0,"{""type"":""Point"",""coordinates"":[109.80823659152249,19.014440931639566]}"
104,0.0,28.0,550.0,27.65142822265625,353.0,18.8820025465281,109.58751346451089,1743.0345458984375,47.0,7.707315444946289,5.0,2.0,0.5613084408117773,11.394327163696289,44.0,"{""type"":""Point"",""coordinates"":[109.58675284631303,18.880233298112525]}"
105,0.0,29.0,662.0,25.134424209594727,595.0,18.62149111413344,109.4437830190518,1792.9368896484375,43.0,6.427119255065918,6.0,1.0,0.5486029735856969,11.480011940002441,47.0,"{""type"":""Point"",""coordinates"":[109.44549458094268,18.621558303028593]}"
106,0.0,24.0,136.0,10.257941246032715,56.0,19.358109647111448,109.31352730285442,1729.7266845703125,46.0,1.1002081632614136,3.0,3.0,0.6980734444897145,13.642898559570312,34.0,"{""type"":""Point"",""coordinates"":[109.31298443167019,19.358578815001056]}"
107,0.0,25.0,145.0,13.620994567871094,123.0,19.596163197403122,109.55607242956671,1710.1636962890625,50.0,1.9922908544540405,4.0,3.0,0.6407676847435383,13.043248176574707,35.0,"{""type"":""Point"",""coordinates"":[109.55813400403382,19.59408280713359]}"
108,0.0,27.0,246.0,22.129528045654297,90.0,18.85056151158392,109.3898841020046,1730.195068359375,48.0,4.44471549987793,5.0,2.0,0.5952308722732935,12.174300193786621,45.0,"{""type"":""Point"",""coordinates"":[109.39018439051719,18.850336537340812]}"
